entryAge,policyTerm,rate
1,16,63.69
1,17,59.23
1,18,55.31
1,19,51.84
1,20,48.75
2,15,68.82
2,16,63.69
2,17,59.23
2,18,55.31
2,19,51.84
2,20,48.75
3,14,74.78
3,15,68.82
3,16,63.69
3,17,59.23
3,18,55.31
3,19,51.84
3,20,48.75
4,13,81.76
4,14,74.78
4,15,68.82
4,16,63.69
4,17,59.23
4,18,55.31
4,19,51.84
4,20,48.75
5,12,90.04
5,13,81.76
5,14,74.78
5,15,68.82
5,16,63.69
5,17,59.23
5,18,55.31
5,19,51.84
5,20,48.75
6,11,100.11
6,12,90.04
6,13,81.76
6,14,74.78
6,15,68.82
6,16,63.69
6,17,59.23
6,18,55.31
6,19,51.84
6,20,48.75
7,10,112.49
7,11,100.11
7,12,90.04
7,13,81.76
7,14,74.78
7,15,68.82
7,16,63.69
7,17,59.23
7,18,55.31
7,19,51.84
7,20,48.75
8,9,128.1
8,10,112.49
8,11,100.11
8,12,90.04
8,13,81.76
8,14,74.78
8,15,68.82
8,16,63.69
8,17,59.23
8,18,55.31
8,19,51.84
8,20,48.75
9,8,148.42
9,9,128.1
9,10,112.49
9,11,100.11
9,12,90.04
9,13,81.76
9,14,74.78
9,15,68.82
9,16,63.69
9,17,59.23
9,18,55.31
9,19,51.84
9,20,48.75
10,7,175.9
10,8,148.42
10,9,128.1
10,10,112.49
10,11,100.11
10,12,90.04
10,13,81.76
10,14,74.78
10,15,68.82
10,16,63.69
10,17,59.23
10,18,55.31
10,19,51.84
10,20,48.75
11,6,215.14
11,7,175.9
11,8,148.42
11,9,128.1
11,10,112.49
11,11,100.11
11,12,90.04
11,13,81.76
11,14,74.78
11,15,68.82
11,16,63.69
11,17,59.23
11,18,55.31
11,19,51.84
11,20,48.75
12,6,215.14
12,7,175.9
12,8,148.42
12,9,128.1
12,10,112.49
12,11,100.11
12,12,90.04
12,13,81.76
12,14,74.78
12,15,68.82
12,16,63.69
12,17,59.23
12,18,55.31
12,19,51.84
12,20,48.75
13,6,215.14
13,7,175.9
13,8,148.42
13,9,128.1
13,10,112.49
13,11,100.11
13,12,90.04
13,13,81.76
13,14,74.78
13,15,68.82
13,16,63.69
13,17,59.23
13,18,55.31
13,19,51.84
13,20,48.75
14,6,215.14
14,7,175.9
14,8,148.42
14,9,128.1
14,10,112.49
14,11,100.11
14,12,90.04
14,13,81.76
14,14,74.78
14,15,68.82
14,16,63.69
14,17,59.23
14,18,55.31
14,19,51.84
14,20,48.75
15,6,215.14
15,7,175.9
15,8,148.42
15,9,128.1
15,10,112.49
15,11,100.11
15,12,90.04
15,13,81.76
15,14,74.78
15,15,68.82
15,16,63.69
15,17,59.23
15,18,55.31
15,19,51.84
15,20,48.75
