entryAge,policyTerm,rate
20,20,398
20,25,299
20,30,236
20,35,193
20,40,164
21,20,398
21,25,299
21,30,236
21,35,194
21,40,165
22,20,399
22,25,300
22,30,237
22,35,195
22,40,165
23,20,399
23,25,300
23,30,237
23,35,195
23,40,166
24,20,399
24,25,300
24,30,238
24,35,196
24,40,167
25,15,570
25,20,399
25,25,301
25,30,238
25,35,197
25,40,169
26,15,571
26,20,399
26,25,301
26,30,239
26,35,198
26,40,170
27,15,571
27,20,400
27,25,302
27,30,240
27,35,199
27,40,171
28,15,571
28,20,400
28,25,302
28,30,241
28,35,200
28,40,173
29,15,571
29,20,401
29,25,303
29,30,242
29,35,201
29,40,175
30,10,927
30,15,572
30,20,401
30,25,304
30,30,243
30,35,203
30,40,177
31,10,927
31,15,572
31,20,402
31,25,305
31,30,244
31,35,205
32,10,927
32,15,573
32,20,403
32,25,306
32,30,246
32,35,207
33,10,928
33,15,573
33,20,404
33,25,307
33,30,247
33,35,209
34,10,928
34,15,574
34,20,405
34,25,308
34,30,248
34,35,211
35,10,929
35,15,575
35,20,406
35,25,310
35,30,251
35,35,214
36,10,930
36,15,576
36,20,407
36,25,312
36,30,254
37,10,931
37,15,577
37,20,409
37,25,314
37,30,256
38,10,932
38,15,579
38,20,411
38,25,317
38,30,259
39,10,933
39,15,580
39,20,413
39,25,319
39,30,263
40,10,934
40,15,582
40,20,415
40,25,322
40,30,266
41,10,935
41,15,584
41,20,418
41,25,325
42,10,937
42,15,586
42,20,420
42,25,329
43,10,939
43,15,588
43,20,423
43,25,332
44,10,941
44,15,591
44,20,427
44,25,337
45,10,943
45,15,594
45,20,430
45,25,341
46,10,946
46,15,597
46,20,435
47,10,949
47,15,601
47,20,439
48,10,952
48,15,605
48,20,444
49,10,955
49,15,609
49,20,450
50,10,959
50,15,614
50,20,456
51,10,964
51,15,619
52,10,968
52,15,625
53,10,973
53,15,631
54,10,978
54,15,638
55,10,984
55,15,645
56,10,990
57,10,997
58,10,1004
59,10,1012
60,10,1021
